s#	c#	grade
2205012168	Phys-26	94.5
2204122369	AE-77	76.0
2206412641	Bio-58	20.0
2203613033	Econ-05	65.6
2204215028	Phys-07	71.6
2206113964	Chem-35	69.7
2204212856	CS-36	73.8
2206213276	AE-91	75.5
2196214612	Math-32	65.7
2201222257	Stat-48	68.1
2206123679	ME-91	75.1
2203113227	ME-91	70.7
2203211448	Chem-16	95.9
2204313367	AE-96	73.8
2203211440	BE-21	63.0
2201422061	Chem-45	67.8
2201412023	AE-73	88.8
2203412952	CE-20	88.5
2203113239	IE-76	23.5
2203412947	Ling-36	89.5
2203613041	CS-01	93.0
2206515222	Ling-89	97.6
2204511755	Bio-25	61.9
2184114624	Phys-46	19.5
2203312586	Stat-28	73.0
2201111590	CE-32	94.7
2206123659	AE-73	33.5
2205114721	BE-34	60.5
2205213074	ME-91	81.8
2201313149	Stat-28	87.0
2206412637	Ling-89	88.0
2206113629	CE-32	54.4
2203712778	Bio-99	80.3
2205114712	Econ-35	89.7
2204111715	EE-09	99.4
2206124260	Ling-35	70.3
2204313367	Econ-31	68.1
2204112309	Bio-35	84.6
2204112352	IE-95	62.6
2206113589	Math-57	87.4
2203513506	Math-11	76.8
2204224988	IE-93	23.6
2205114686	Econ-67	89.1
2205124700	Ling-03	74.9
2203312570	Phys-41	80.6
2203211431	CS-56	49.9
2201412077	Math-11	81.2
2203214797	Chem-77	68.2
2201111583	AE-98	85.9
2206113587	CS-36	1.8
2205012191	Chem-35	69.3
2201412079	ME-88	72.1
2204122320	Ling-36	88.9
2202311923	Econ-05	3.2
2203312590	AE-73	61.6
2206113743	ME-92	82.8
2203623022	Phys-36	93.3
2202224779	AE-98	62.6
2201412015	AE-73	77.9
2205312842	Econ-61	89.9
2204313374	Econ-61	67.4
2206123971	EE-69	93.2
2206113909	Econ-66	92.4
2204122370	Stat-29	58.7
2203312572	CE-23	64.5
2206113840	Stat-01	74.9
2205114664	Econ-67	71.6
2206312123	CS-05	86.0
2203712742	ChE-46	64.7
2205114696	ME-91	82.4
2204112314	EE-69	70.0
2201313152	BE-70	28.7
2206123674	CS-36	93.3
2204313363	Math-54	76.0
2206113992	Phys-62	76.5
2203712776	AE-18	12.3
2203412941	CE-97	21.5
2206123839	IE-95	42.1
2206113890	CE-20	62.5
2205012191	Stat-47	83.2
2201323107	Econ-59	77.4
2206113730	ME-88	65.7
2203113224	Phys-09	90.1
2203224798	Econ-81	94.3
2204112377	EE-94	92.4
2204122321	Bio-99	19.2
2206113753	Ling-03	75.8
2206515223	Econ-81	87.7
2204411655	Phys-26	95.0
2203513470	Phys-31	73.1
2206113816	Econ-31	69.7
2203712770	Phys-36	93.3
2203312590	Econ-05	60.6
2204511756	Bio-99	66.5
2204214963	AE-98	86.5
2206113806	Ling-89	85.4
2206113930	Econ-05	79.1
2203312572	Econ-35	87.8
2203211415	Econ-35	80.5
2203113242	Econ-05	79.5
2201313147	CS-56	27.8
2205012204	Phys-41	99.3
2203224798	Stat-28	94.6
2201313114	Stat-48	68.1
2201412051	AE-96	2.3
2203611349	IE-65	34.9
2201312107	AE-38	83.3
2206113710	Econ-76	67.3
2205111306	ME-64	67.7
2204411688	AE-91	95.9
2201313147	CE-97	9.7
2204511816	IE-54	82.6
2204313371	Bio-24	93.4
2203712763	Chem-00	68.9
2201412035	Ling-89	61.9
2204214957	IE-76	63.1
2201313119	Math-27	3.2
2205114709	Math-32	91.3
2205114712	Chem-77	89.7
2203712721	Math-11	65.7
2203712706	BE-06	84.9
2203712775	AE-73	93.2
2201310802	Stat-33	66.2
2203411990	IE-57	65.5
2203513488	CE-97	6.5
2205114671	Chem-34	65.0
2202113426	Ling-89	65.0
2204112315	ME-64	62.5
2202311923	Chem-42	72.2
2204112280	BE-21	88.6
2206113910	IE-65	7.8
2206113798	Math-19	86.6
2206113943	Ling-92	66.1
2205114686	BE-06	74.1
2204411661	Phys-62	95.0
2203312578	IE-76	63.6
2204224980	Phys-36	82.3
2206113745	Econ-35	61.8
2204511812	EE-09	94.5
2206515186	ChE-29	64.0
2206113821	Chem-42	89.6
2202113448	ChE-29	69.1
2206213272	IE-95	64.0
2203712727	Econ-59	94.8
2206123904	Econ-76	86.8
2203312591	Chem-83	35.4
2206113708	Phys-41	55.5
2205114686	Chem-42	85.0
2206322135	Chem-42	83.3
2201313134	Stat-01	97.9
2201313116	Bio-60	62.8
2206123578	Stat-48	77.5
2204112334	BE-21	4.2
2206113827	Econ-05	24.8
2201323125	ME-64	56.6
2201412015	EE-69	92.4
2206123650	Math-11	86.3
2204214986	Chem-83	84.1
2206113806	Phys-07	73.0
2206123804	Chem-00	93.6
2202311933	IE-54	93.7
2206113990	AE-91	66.9
2206113639	CS-56	74.8
2206113840	AE-91	61.0
2203511794	Bio-08	70.8
2204112315	Bio-44	99.0
2205114721	ChE-86	38.2
2206113850	IE-95	86.8
2206515189	Bio-60	97.8
2206123887	Phys-36	19.9
2206113915	Phys-07	79.0
2205114712	Bio-99	62.6
2206123892	IE-54	13.6
2206113945	Bio-99	68.5
2203613038	Phys-62	33.6
2201312107	BE-21	61.7
2206113855	Bio-58	74.7
2202224759	Phys-62	61.6
2201121599	Math-54	98.3
2208211254	Phys-31	64.2
2204224980	Chem-77	64.4
2206113717	IE-76	8.6
2201313103	Bio-57	51.3
2203322593	EE-09	74.1
2204214961	IE-65	81.0
2205114647	Ling-27	90.1
2203322493	Bio-24	94.8
2203612996	CE-97	72.5
2203513476	Math-54	91.7
2204112374	IE-65	68.7
2203513500	EE-09	73.8
2203712703	Stat-01	82.2
2205114695	Chem-34	2.1
2204313356	IE-93	85.1
2206123991	ChE-86	63.6
2206123918	Econ-67	87.5
2203712725	ME-91	97.9
2206113834	Ling-35	85.9
2205114684	Chem-35	85.7
2201313128	IE-93	28.1
2203312497	AE-91	45.3
2206515213	Stat-33	98.1
2204112330	AE-96	20.1
2206113710	Chem-34	65.6
2205124713	ChE-29	63.6
2203613006	Math-57	90.8
2203712697	ME-91	13.7
2206113635	ME-73	70.1
2202113444	Ling-36	3.7
2205012196	Stat-29	78.7
2206515218	Econ-67	94.5
2206223282	ME-73	97.3
2203613035	IE-57	80.8
2205114715	Econ-05	4.9
2205114723	EE-69	74.8
2205213074	Bio-25	95.3
2201412074	Phys-46	54.2
2204521807	Chem-16	99.2
2206123856	CE-74	90.5
2202113425	Bio-25	96.4
2204112335	ChE-62	92.7
2203612992	Econ-31	66.8
2203712696	ChE-79	29.0
2206412637	ChE-79	91.3
2203613006	Phys-26	84.4
2205012170	Phys-41	98.7
2203221407	EE-09	11.7
2203312500	Econ-76	67.9
2204122364	Econ-67	88.2
2206113612	EE-69	78.9
2206113733	Ling-35	81.9
2205114651	AE-73	95.7
2206515213	EE-09	99.7
2206113745	BE-21	82.5
2206113943	Econ-59	74.8
2202311939	ChE-79	67.5
2205114694	BE-21	41.7
2203613033	EE-94	95.4
2206113990	Chem-77	67.2
2203113231	CS-56	78.3
2205012216	Bio-60	27.0
2201412060	Bio-60	0.3
2203513502	Ling-89	95.9
2201412082	AE-91	70.7
2204112378	IE-57	95.7
2204112334	AE-73	21.3
2201413085	ME-19	97.9
2206111763	ME-19	96.6
2202113426	Econ-81	62.4
2206113806	ME-92	21.0
2205114664	ME-88	89.0
2204313395	AE-96	86.0
2206123645	Math-57	98.4
2205114686	CS-56	89.5
2196214612	ME-88	88.4
2203712742	IE-65	46.6
2206113727	ME-91	67.9
2205012172	Econ-05	29.4
2203613009	ME-86	70.5
2204112374	AE-18	22.5
2203623015	CE-32	67.3
2203712766	Econ-81	85.2
2206113708	Phys-31	34.6
2201212238	Math-32	83.7
2202214781	Math-57	70.6
2184124615	Bio-57	68.3
2206515199	Ling-03	83.8
2204411648	CS-05	27.2
2204214962	Econ-35	70.5
2203513464	Phys-36	80.0
2203712780	AE-18	94.5
2204224971	Phys-62	44.0
2206113888	Bio-44	62.4
2206123852	Chem-27	4.3
2203712689	ChE-86	72.5
2205312842	ME-86	64.9
2202112671	CS-53	76.5
2206113795	Math-11	3.4
2204112278	Chem-42	90.4
2201412017	Econ-31	99.1
2201111588	Econ-05	41.4
2206113717	Chem-90	73.5
2204112372	Bio-99	91.6
2206113765	Stat-47	90.3
2201313116	EE-09	91.2
2206213278	Chem-00	97.9
2203712770	Phys-07	98.7
2206113873	Math-57	77.3
2206113803	Bio-99	90.2
2206113992	Econ-67	72.8
2206113628	IE-95	72.5
2203612984	ME-73	62.9
2203312561	Phys-41	10.7
2203412941	CS-05	6.2
2206113978	AE-18	57.2
2204613216	IE-54	93.6
2206113870	Math-57	81.3
2204313315	CE-74	93.1
2206113885	Phys-31	81.7
2205114695	IE-65	82.1
2204411643	AE-77	85.8
2204411643	Chem-45	12.9
2201313149	CS-53	67.0
2206113610	Chem-16	60.1
2206213283	CE-32	81.1
2201111582	Ling-03	96.0
2206124253	Phys-26	69.4
2206123804	IE-67	12.2
2206412637	BE-06	88.0
2206113964	AE-96	83.7
2204511818	Chem-90	79.9
2206113834	Chem-00	77.5
JL20209063	ME-92	50.0
2204313397	Chem-90	90.8
2203422929	BE-34	75.1
2201111583	Ling-43	62.0
2203412953	IE-93	0.8
2203712785	IE-57	10.4
2204214973	Math-11	75.7
2206113726	Stat-33	87.9
2206113841	IE-76	86.7
2203211400	AE-73	64.9
2203613020	Ling-89	95.8
2203712718	Bio-35	83.5
2206113905	EE-09	86.2
2203712717	CE-32	90.9
2196214612	Chem-16	74.2
2206113753	Econ-67	48.4
2203211405	Econ-31	65.0
2206113686	ChE-62	63.2
2203211398	Stat-33	80.0
2201412036	Phys-26	75.4
2203211448	Econ-76	63.5
2203211139	AE-38	76.4
2203312528	Bio-08	14.4
2206113601	Math-11	98.3
2206123882	Chem-42	62.1
2206213254	Ling-35	22.3
2202214752	BE-70	94.5
2206113792	Stat-01	69.9
2184114625	AE-73	66.4
2206113945	Phys-09	1.6
2201323130	AE-96	87.3
2206123956	IE-54	77.5
2203113235	Phys-41	66.3
2203312597	CS-53	81.2
2206113753	CS-53	88.2
2201111586	Phys-31	62.2
2203312574	Stat-28	98.5
2204112362	Bio-58	96.6
2202215131	Math-57	84.7
2203221417	BE-21	98.0
2206113907	Bio-08	75.9
2204313369	CE-20	98.3
2206113646	CE-20	92.3
2206213276	Chem-00	77.8
2206213255	Chem-35	93.0
2204313352	AE-73	99.2
2203312490	Math-32	79.9
2206113761	Bio-08	68.8
2203712779	ME-88	94.3
2203311497	IE-93	66.1
2203312576	Stat-33	95.5
2203322874	Chem-90	94.2
2204214986	BE-70	7.3
2206123791	CE-32	46.2
2203613021	CE-20	75.4
2202321922	ChE-46	86.4
2201111583	Econ-05	42.0
2206422632	AE-73	69.4
2206113992	IE-57	65.5
2206113749	ME-86	92.2
2204112378	Stat-01	24.6
2206515217	ME-88	71.1
2206515186	ME-73	75.3
2206113661	ME-64	93.1
2202311010	ChE-79	67.4
2203211440	Econ-76	87.7
2206113888	AE-91	84.1
2206113708	ChE-29	38.5
2206123791	ME-19	79.6
2194324705	Chem-45	84.1
2203613021	Ling-27	68.7
2203312538	Econ-61	52.2
2203412951	ChE-79	70.8
2203114809	BE-70	80.6
2206113630	Ling-35	90.2
2204112296	Stat-47	68.6
2203312495	Math-19	95.5
2206123956	ChE-62	58.5
2206213276	CS-56	85.4
2204112278	Stat-47	65.3
2206123641	Bio-44	36.8
2206123691	BE-70	61.3
2205114696	Chem-34	67.7
2205114671	ME-19	69.8
2205114693	Econ-05	78.3
2206213286	Econ-59	62.1
2203312573	AE-91	76.6
2204215006	ME-91	75.6
2206113964	CS-05	56.4
2208115392	ME-64	90.1
2206113845	BE-34	84.1
2203312547	Math-57	94.0
2206113773	Bio-08	73.5
2203613035	ME-86	91.6
2203712772	CS-05	74.2
2203411990	Stat-01	79.2
2206113896	ME-19	96.8
2204122321	Stat-47	80.5
2203623022	ME-64	91.2
2204112328	ChE-46	97.3
2202113430	Bio-08	44.1
2196214614	Phys-07	65.5
2203214797	BE-06	97.2
2202113448	Stat-28	66.1
2206111757	CS-53	26.8
2206123972	AE-73	72.8
2206113566	Phys-36	2.7
2206113842	Econ-66	84.4
2204225034	Econ-66	72.4
2204313313	Ling-89	70.5
2206111761	Stat-28	29.5
2203712769	CE-97	70.3
2204511755	IE-54	74.8
2204511814	Bio-08	70.8
2204511755	Bio-35	97.6
2201412053	Bio-24	23.0
2204613221	Bio-44	74.7
2203422929	Stat-47	81.7
2201313119	Econ-61	59.0
2206515211	ME-88	89.3
2206213254	ChE-62	70.8
2206113733	Stat-28	84.9
2203712779	IE-54	75.1
2196214618	ChE-29	93.3
2203312873	EE-94	27.8
2206123804	CS-56	71.7
2203712770	AE-73	80.9
2206123877	Econ-61	3.9
2204214976	Stat-48	73.8
2206123775	BE-21	18.2
2206515199	CS-53	80.1
2203221445	AE-91	55.2
2201222257	Phys-07	31.6
2203312558	Chem-35	94.0
2203513498	Econ-66	15.0
2204313375	Stat-28	83.9
2206422633	IE-76	75.1
2201412019	CS-56	87.5
2203412953	Bio-99	97.9
2206123755	Ling-36	61.1
2204411673	BE-21	5.1
2201111624	IE-76	78.2
2206111763	CE-32	99.2
2203322592	IE-93	82.3
2206123755	IE-67	66.5
2206123922	Econ-31	98.4
2203513488	CS-56	66.7
2206113933	Chem-90	70.6
2204112327	Stat-33	48.6
2203221445	ME-92	9.3
2201212254	ChE-29	96.1
2203712739	Ling-43	77.8
2201323090	ME-64	87.8
2204225004	ChE-79	67.4
2203513495	AE-98	94.8
2205012174	Econ-31	96.9
2203312477	ChE-79	10.8
2206123994	CS-53	92.1
2206124236	Math-90	91.6
2203712757	EE-69	63.4
2203211400	ChE-29	62.3
2203712696	Stat-29	90.1
2201412023	ME-92	83.7
2203211401	EE-94	87.1
2203211444	IE-54	69.3
2203624800	AE-73	16.9
2205012199	Chem-42	86.9
2204511814	CE-23	77.4
2203712778	ME-91	98.6
2205012207	Bio-99	63.5
2203612984	AE-98	1.0
2206113727	Math-54	85.9
2203312590	ME-73	94.4
2202214763	Ling-36	45.0
2206113896	CE-74	100.0
2206412641	Ling-92	60.2
2204411645	ME-92	87.4
2204214963	Phys-31	89.5
2203513465	ME-73	80.1
2203211465	ME-92	48.7
2204112379	Stat-33	80.2
2204112375	BE-06	25.0
2206113870	BE-70	87.8
2206113896	Phys-09	69.9
2202113431	AE-98	90.8
2206123755	Bio-08	86.8
2203513464	ChE-62	80.6
2206114026	Phys-62	34.5
2204313375	ChE-79	65.7
2203312578	BE-21	93.3
2203712787	CS-36	86.6
2204313346	Math-32	89.9
2206213272	ChE-79	80.1
2208125394	BE-70	73.5
2206113610	Econ-76	82.5
2206113757	IE-93	90.7
2201412022	Chem-83	44.0
2206312126	CS-01	98.7
2206113898	ChE-79	70.0
2194214378	EE-09	92.2
2206515220	IE-67	88.2
2208115392	Chem-45	80.2
2203712766	ME-92	60.3
2206113905	Bio-08	66.7
2203113229	ME-73	22.2
2202113432	CS-01	87.3
2206124253	Math-19	96.1
2205114685	CE-20	60.0
2206113773	Bio-44	65.2
2203712759	Econ-59	67.6
2203412952	AE-98	48.9
2205021366	Ling-35	78.6
2204215021	Math-32	97.7
2201313098	Econ-76	66.6
2206515199	Stat-47	96.2
2204421685	Econ-81	62.1
2202113448	Chem-83	63.6
2206113921	ME-64	62.5
2206113719	IE-54	90.5
2203513491	Ling-92	68.8
2203712764	Bio-57	29.4
2206113693	Phys-09	98.7
2205114649	Ling-03	38.9
2201412018	IE-95	78.1
2206113794	Chem-83	62.8
2204122312	Econ-76	81.5
2203211437	Bio-24	79.0
2203712693	AE-73	76.0
2206123807	AE-96	89.6
2206113675	AE-98	27.2
2205213074	Chem-83	58.7
2206113898	Phys-46	73.7
2203712780	ME-86	56.9
2203312597	Econ-51	30.7
2203312512	Chem-00	89.1
2205012177	Phys-41	15.6
2206123705	Bio-57	60.8
2202112672	Bio-99	85.5
2204521807	Stat-33	32.1
2203211393	Phys-09	69.4
2203712751	Econ-59	70.0
2202113449	Ling-92	86.6
2203211405	AE-98	76.5
2203312873	CS-01	81.3
2206113828	Bio-58	74.4
2206515192	BE-34	82.4
2204411666	EE-69	70.4
2203712757	Bio-60	77.6
2204215006	ME-73	75.1
2206113671	CE-32	94.7
2201412049	CS-36	69.3
2203623022	CE-32	86.5
2203411284	CE-20	34.7
2186110003	Econ-66	76.8
2204214957	CS-01	74.0
2206412645	AE-91	68.6
2204411682	Chem-34	63.3
2206113731	Econ-59	67.5
2203322874	Bio-60	99.1
2206113829	BE-34	73.4
2203612986	Chem-34	63.1
2203312490	Math-57	0.7
2204411673	IE-54	70.7
2206515221	Chem-90	36.5
2206113646	ChE-62	26.9
2205114703	Ling-27	84.3
2203613041	IE-57	18.0
2204215006	Chem-83	67.9
2204421644	Ling-03	81.1
2201412054	Phys-09	76.3
2202113447	Math-19	70.7
2203722773	AE-73	61.0
2206223282	Bio-08	66.0
2206123852	Chem-77	84.1
2203312576	IE-95	83.8
2206113772	Chem-35	87.6
2206113848	Chem-00	74.0
2203712688	AE-96	79.9
2204411652	Phys-07	58.5
2205124652	AE-38	39.9
2201412052	EE-09	6.8
2206113821	Bio-08	97.8
2203712703	Bio-44	85.0
2206113642	IE-65	68.5
2203712691	Chem-45	80.6
2206213283	BE-21	81.9
2206111757	Stat-28	67.8
2206113885	EE-69	73.3
2204411673	CS-56	78.9
2204411666	Ling-43	19.4
2202113445	Econ-76	99.7
2201212238	Bio-24	50.0
2206312126	AE-77	90.2
2203712696	Bio-99	64.3
2203712764	ME-92	61.9
2202113430	IE-54	88.8
2206113855	Stat-33	92.6
2204411643	Ling-36	52.7
2204111720	Math-90	44.7
2204214968	IE-54	71.1
2206113636	ChE-86	94.1
2206213281	Bio-24	66.5
2206123664	Phys-36	98.2
2206123857	IE-95	74.8
2206113585	Chem-77	69.9
2206113834	ME-73	61.7
2204313335	Chem-16	81.0
2204313313	Stat-48	19.4
2203523475	ME-92	90.7
2205012175	IE-57	62.5
2203612984	Phys-26	62.1
2204112315	Stat-29	72.2
2204313385	ChE-86	86.4
2201323113	Ling-36	90.0
2206113907	Phys-26	86.1
2205114710	Stat-47	95.9
2206123732	AE-77	64.2
2201111583	ChE-46	63.5
2203113229	Ling-03	86.8
2203712690	ChE-46	69.1
2204215008	Chem-27	70.6
2201111583	Ling-27	91.7
2206213261	AE-18	9.4
2201323105	CE-97	87.4
2201212254	CS-01	45.6
2204511816	Ling-89	98.7
2206113740	Bio-60	70.2
2203513503	IE-93	83.2
2203211474	AE-18	83.2
2203113237	ME-88	97.8
2206113598	Math-19	94.6
2206113897	ME-91	52.6
2206113910	CS-53	93.9
2195314621	CS-53	90.7
2203513479	Math-11	55.4
2203722736	ME-86	70.0
2203312573	Chem-16	89.8
2201511781	Math-27	78.5
2201511776	Bio-60	33.9
2202321925	ME-88	61.8
2206113566	BE-21	15.7
2206123837	CE-23	48.7
2206113602	Math-90	88.1
2203511794	ME-64	50.8
2203612992	CE-32	96.0
2206123645	Econ-31	92.3
2203211444	Bio-57	84.6
L203000005	Ling-03	73.0
2204313367	Bio-99	25.3
2205022179	CE-20	85.2
2205322841	CE-97	78.1
2203113229	Stat-28	97.4
2203712693	Econ-81	82.4
2204313307	Chem-83	67.1
2206412648	Chem-27	86.8
2203312558	CE-23	70.1
2201212249	Econ-05	75.9
2206113992	Ling-89	89.8
2206123702	Math-19	25.8
2204313395	Econ-66	4.4
2195123228	Econ-51	75.0
2206123645	AE-73	86.0
2204313352	ChE-86	96.5
2203712688	CE-97	87.5
2206123641	EE-09	65.4
2203221443	Econ-67	99.7
2206322125	Math-27	62.4
2206113921	BE-70	10.1
2205114647	Econ-76	43.6
2206515187	Ling-43	71.9
2202123452	Math-11	8.6
2202311933	Phys-07	82.7
2206322125	ChE-29	63.4
2204112330	Phys-09	70.8
2204111720	Bio-58	95.0
2206113896	Math-27	72.7
2203211388	Phys-36	4.9
2206123682	ChE-86	74.9
2202113448	CE-74	67.2
2204112331	Econ-76	77.9
2206113911	Econ-31	69.1
2206113606	Phys-62	77.7
2206111763	Math-27	75.0
2204222855	Math-54	68.0
2206515222	ME-73	95.6
2201313149	Stat-47	74.6
2206113906	Econ-61	86.0
2206113678	Bio-08	95.8
2204313351	BE-06	62.4
2201111604	Ling-89	82.6
2206113610	CE-20	97.4
2206113619	EE-09	85.5
2205114694	CE-32	87.6
2205022210	ME-64	82.3
2206123951	ChE-79	92.5
2203211437	BE-21	53.5
2204214961	CS-05	70.3
2202113425	ChE-29	70.2
2201412078	Econ-59	97.0
2202113432	AE-77	63.0
2203513476	Phys-09	90.5
2204215021	Bio-44	65.8
2206113845	Econ-35	77.6
2206123994	Chem-42	78.5
2206113926	BE-34	63.7
2206113823	Ling-35	92.8
2204613216	Ling-36	84.2
2206113803	ME-86	79.4
2203412942	BE-06	2.7
2206113823	Stat-01	99.2
2206113998	Bio-60	39.3
2203712788	Phys-36	74.0
2204122364	CS-05	52.0
2201323105	ChE-62	83.0
2203322592	Chem-45	28.0
2201222257	ChE-86	73.3
2202122669	AE-96	90.2
2201422063	Bio-58	81.0
2201413085	ChE-46	51.0
2206113589	Math-19	65.0
2203513464	Math-54	74.5
2203513479	IE-57	77.3
2201323127	Bio-25	77.5
2203712770	Chem-16	24.4
2203712785	EE-69	0.7
JL20209063	Phys-07	64.4
2206113823	BE-06	29.2
2206113603	CE-23	83.0
2203211399	EE-69	81.4
2203513488	Chem-42	90.9
2203113234	Phys-62	69.6
2202311934	ME-91	96.3
2206113734	Chem-77	53.8
2206422633	IE-93	73.3
2206113869	Math-57	89.8
2206113969	IE-93	81.5
2203113239	Econ-61	92.4
2206113890	BE-21	78.8
2201313142	Phys-26	85.8
2203712768	IE-57	68.2
2202311008	Bio-24	84.9
2201412078	ChE-46	66.0
2203312478	Math-11	43.1
2203412944	IE-95	6.0
2206113574	Econ-76	90.8
2206113766	AE-38	66.0
2206113797	Phys-26	63.6
2203712697	ME-73	93.9
2203712827	Econ-81	21.6
2203513498	Chem-45	85.0
2205022173	AE-77	67.9
2206515192	AE-96	85.4
2203712772	Phys-62	75.2
2206123856	Econ-61	52.3
2206412645	Econ-05	64.4
2201412018	AE-98	83.3
2204511816	ME-86	82.5
2203312572	IE-54	44.7
2204224980	AE-18	62.5
2205114712	Phys-26	85.2
2204112315	BE-06	60.9
2206113913	Bio-35	3.3
2196514761	IE-67	81.8
2201423086	AE-96	61.2
2203312580	Phys-26	2.7
2204112314	Chem-00	83.2
2206123650	AE-91	74.3
2206123611	BE-06	21.8
2203211400	CS-56	69.1
2206113798	Phys-62	90.8
2204613217	Math-32	93.1
2205022179	Chem-35	88.4
2201511781	Stat-29	57.5
2204313376	CS-56	94.7
2201313140	Bio-24	97.3
2206113794	Chem-42	69.1
2204421326	Chem-45	19.6
2202112671	CE-97	91.2
2204112280	Econ-76	99.9
2206113671	Phys-26	91.4
2203722736	ME-91	62.8
2204112311	AE-77	90.8
2206113797	Econ-61	80.7
2206113913	CE-20	75.3
2206113911	Chem-42	95.1
2206113968	Phys-46	98.8
2203211448	CS-05	92.4
2206113851	Econ-31	78.7
2206113819	Math-57	72.9
2203312558	ME-88	84.8
2206412654	Stat-33	92.4
2206113671	Chem-90	89.6
2203712751	ME-73	6.7
2201222257	Stat-29	55.5
2204411668	Stat-48	49.6
2201222247	Phys-36	87.2
2206113648	Econ-76	34.8
2206412674	AE-98	83.1
2203513493	IE-54	83.7
2206124253	AE-96	34.5
2204411682	IE-54	77.7
2206123962	Math-11	74.9
2206515223	Ling-89	97.0
2206113896	CS-05	96.5
2201313119	CS-36	76.0
2201310802	Econ-61	49.4
2201312105	EE-09	91.7
2206123994	Math-32	67.5
2206312134	Chem-77	92.2
2206123839	Econ-59	74.7
2206113827	EE-69	40.1
2204214955	IE-76	90.4
2205012172	ChE-29	75.6
2204225004	IE-93	82.9
2204112278	IE-93	60.3
2206113913	CE-97	30.7
2203113242	AE-18	79.9
2204112349	IE-67	75.6
2203612998	IE-65	90.4
2203412951	ME-19	63.7
2204225012	AE-77	67.9
2203322593	Ling-92	18.2
2206113733	AE-91	26.3
2204511804	Ling-43	70.8
2204411648	EE-94	93.4
2201412015	Phys-26	25.7
2203722753	Math-57	57.4
2205012190	Econ-05	82.3
2206422633	Phys-36	92.8
2201412052	ME-92	77.7
2206113687	IE-76	78.8
2206113635	Ling-36	88.5
2204215035	Bio-57	92.3
2206113910	Phys-62	75.7
2204112334	AE-91	90.8
2204421337	CE-97	85.4
2206113896	Chem-27	67.6
2203612979	ME-86	62.9
2205011365	Phys-26	91.1
2203211399	CE-74	88.3
2206113915	Bio-44	46.7
2206515189	Econ-81	74.1
2203712721	ChE-86	80.5
2206113642	Econ-61	75.8
2206111763	Stat-47	80.9
2206515199	CE-97	72.0
2206515218	Chem-77	82.5
2206123804	BE-06	84.5
2205114696	Econ-61	69.9
2203312575	Ling-03	73.2
2204411666	Ling-36	67.2
2203712769	Stat-47	70.8
2206113913	Stat-01	44.4
2206123983	Math-54	70.2
2203712764	CE-74	22.8
2205114685	Math-27	33.4
2206114022	Math-54	74.9
2206113587	ME-92	99.9
2205114721	Econ-05	23.3
2206113954	CS-05	63.7
2203312572	CS-36	26.8
2206113671	IE-67	96.6
2203511792	EE-09	80.6
2203114809	Econ-61	74.2
2206113798	IE-93	77.7
2202113444	Chem-35	81.7
2206113840	IE-57	55.3
2201313116	Stat-48	91.0
2204122281	AE-91	68.1
2202321925	ME-92	62.2
2206113673	ChE-62	77.9
2206113795	AE-98	66.7
2203312547	Econ-76	87.3
2206113729	Math-90	85.6
2204214990	Bio-60	92.9
2203221429	Phys-31	70.5
2203611997	Chem-77	96.2
2203613006	ME-64	61.4
2201412023	ME-19	58.4
2204215035	Bio-99	90.4
2203613033	IE-54	76.8
2206113814	Stat-28	67.4
2206123645	CE-20	65.8
2205011914	Ling-92	35.1
2204313323	Bio-57	70.7
2203211400	Stat-29	90.7
2202113429	IE-67	72.2
2206113741	Math-54	90.1
2206213272	AE-77	89.0
2203211424	IE-54	61.5
2203712721	CE-23	81.6
2208211254	Ling-36	31.1
2203712781	Stat-47	87.8
2203712742	Chem-34	67.3
2202113441	Econ-51	60.6
2206113772	Bio-35	99.9
2203712689	BE-70	85.3
2201121587	IE-95	41.1
2206113906	Math-32	65.1
2204112304	Bio-57	93.1
